dep;sexe;jour;hosp;rea;hosp - rea;rad;dc;dc ehpad;hosp quot;rea quot;rad quot;dc quot;dc ehpad quot;lits réa;hosp off;rea off;rad off;dc off
17;1;19/03/2020;7;2;5;2;0;;2;0;0;0;0;;;;;
17;2;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
18;0;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
18;1;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
18;2;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
19;0;19/03/2020;1;0;1;0;0;;1;0;0;0;0;;;;;
19;1;19/03/2020;1;0;1;0;0;;1;0;0;0;0;;;;;
19;2;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
21;0;19/03/2020;53;19;34;28;2;;-7;3;24;2;0;;;;;
21;1;19/03/2020;30;13;17;9;0;;0;3;9;0;0;;;;;
21;2;19/03/2020;23;6;17;18;2;;-7;0;14;2;0;;;;;
22;0;19/03/2020;2;1;1;3;0;;1;0;0;0;0;;;;;
22;1;19/03/2020;2;1;1;1;0;;1;0;0;0;0;;;;;
22;2;19/03/2020;0;0;0;2;0;;0;0;0;0;0;;;;;
23;0;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
23;1;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
23;2;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
24;0;19/03/2020;2;1;1;1;0;;0;0;0;0;0;;;;;
24;1;19/03/2020;1;1;0;1;0;;0;0;0;0;0;;;;;
24;2;19/03/2020;1;0;1;0;0;;0;0;0;0;0;;;;;
25;0;19/03/2020;33;11;22;10;2;;7;8;2;1;0;;;;;
25;1;19/03/2020;22;10;12;2;1;;7;8;0;0;0;;;;;
25;2;19/03/2020;11;1;10;8;1;;0;0;2;1;0;;;;;
26;0;19/03/2020;32;8;24;2;0;;15;6;2;0;0;;;;;
26;1;19/03/2020;18;5;13;1;0;;8;4;1;0;0;;;;;
26;2;19/03/2020;14;3;11;1;0;;7;2;1;0;0;;;;;
27;0;19/03/2020;1;1;0;0;1;;1;1;0;1;0;;;;;
27;1;19/03/2020;1;1;0;0;1;;1;1;0;1;0;;;;;
27;2;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
28;0;19/03/2020;11;4;7;0;1;;6;1;0;0;0;;;;;
28;1;19/03/2020;5;2;3;0;1;;4;1;0;0;0;;;;;
28;2;19/03/2020;6;2;4;0;0;;2;0;0;0;0;;;;;
29;0;19/03/2020;17;5;12;6;0;;4;0;3;0;0;;;;;
29;1;19/03/2020;9;4;5;3;0;;1;0;1;0;0;;;;;
29;2;19/03/2020;8;1;7;3;0;;3;0;2;0;0;;;;;
2A;0;19/03/2020;1;0;1;1;1;;1;0;1;1;0;;;;;
2A;1;19/03/2020;1;0;1;1;0;;1;0;1;0;0;;;;;
2A;2;19/03/2020;0;0;0;0;1;;0;0;0;1;0;;;;;
2B;0;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
2B;1;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
2B;2;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
30;0;19/03/2020;4;1;3;7;1;;-1;-2;1;1;0;;;;;
30;1;19/03/2020;4;1;3;2;1;;-1;-2;1;1;0;;;;;
30;2;19/03/2020;0;0;0;5;0;;0;0;0;0;0;;;;;
31;0;19/03/2020;26;6;20;13;1;;3;1;2;1;0;;;;;
31;1;19/03/2020;18;5;13;5;0;;3;1;1;0;0;;;;;
31;2;19/03/2020;8;1;7;8;1;;0;0;1;1;0;;;;;
32;0;19/03/2020;3;3;0;0;0;;2;2;0;0;0;;;;;
32;1;19/03/2020;3;3;0;0;0;;2;2;0;0;0;;;;;
32;2;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
33;0;19/03/2020;7;5;2;7;2;;0;1;4;1;0;;;;;
33;1;19/03/2020;5;4;1;3;1;;0;1;2;1;0;;;;;
33;2;19/03/2020;2;1;1;4;1;;0;0;2;0;0;;;;;
34;0;19/03/2020;49;18;31;21;4;;12;3;3;2;0;;;;;
34;1;19/03/2020;26;11;15;11;2;;8;4;2;1;0;;;;;
34;2;19/03/2020;23;7;16;10;2;;5;0;1;1;0;;;;;
35;0;19/03/2020;16;8;8;15;0;;9;5;15;0;0;;;;;
35;1;19/03/2020;12;6;6;6;0;;8;4;6;0;0;;;;;
35;2;19/03/2020;4;2;2;9;0;;1;1;9;0;0;;;;;
36;0;19/03/2020;3;0;3;0;0;;3;0;0;0;0;;;;;
36;1;19/03/2020;2;0;2;0;0;;2;0;0;0;0;;;;;
36;2;19/03/2020;1;0;1;0;0;;1;0;0;0;0;;;;;
37;0;19/03/2020;6;3;3;0;0;;2;2;0;0;0;;;;;
37;1;19/03/2020;4;2;2;0;0;;2;1;0;0;0;;;;;
37;2;19/03/2020;2;1;1;0;0;;0;1;0;0;0;;;;;
38;0;19/03/2020;22;2;20;3;1;;4;0;3;0;0;;;;;
38;1;19/03/2020;12;1;11;1;1;;2;0;1;0;0;;;;;
38;2;19/03/2020;10;1;9;2;0;;2;0;2;0;0;;;;;
39;0;19/03/2020;2;1;1;1;0;;0;0;0;0;0;;;;;
39;1;19/03/2020;1;0;1;1;0;;0;0;0;0;0;;;;;
39;2;19/03/2020;1;1;0;0;0;;0;0;0;0;0;;;;;
40;0;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
40;1;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
40;2;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
41;0;19/03/2020;2;0;2;1;0;;2;0;1;0;0;;;;;
41;1;19/03/2020;0;0;0;1;0;;0;0;1;0;0;;;;;
41;2;19/03/2020;2;0;2;0;0;;2;0;0;0;0;;;;;
42;0;19/03/2020;48;18;30;8;3;;17;8;5;2;0;;;;;
42;1;19/03/2020;33;16;17;6;3;;12;7;4;2;0;;;;;
42;2;19/03/2020;15;2;13;2;0;;5;1;1;0;0;;;;;
43;0;19/03/2020;1;1;0;5;0;;0;0;0;0;0;;;;;
43;1;19/03/2020;1;1;0;2;0;;0;0;0;0;0;;;;;
43;2;19/03/2020;0;0;0;3;0;;0;0;0;0;0;;;;;
44;0;19/03/2020;24;6;18;9;1;;6;3;2;0;0;;;;;
44;1;19/03/2020;17;4;13;5;0;;3;1;2;0;0;;;;;
44;2;19/03/2020;7;2;5;4;1;;3;2;0;0;0;;;;;
45;0;19/03/2020;9;3;6;0;0;;4;2;0;0;0;;;;;
45;1;19/03/2020;6;3;3;0;0;;3;2;0;0;0;;;;;
45;2;19/03/2020;3;0;3;0;0;;1;0;0;0;0;;;;;
46;0;19/03/2020;0;0;0;1;0;;0;0;0;0;0;;;;;
46;1;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
46;2;19/03/2020;0;0;0;1;0;;0;0;0;0;0;;;;;
47;0;19/03/2020;10;1;9;1;0;;0;-3;0;0;0;;;;;
47;1;19/03/2020;7;1;6;1;0;;0;-3;0;0;0;;;;;
47;2;19/03/2020;3;0;3;0;0;;0;0;0;0;0;;;;;
48;0;19/03/2020;1;0;1;0;0;;0;0;0;0;0;;;;;
48;1;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
48;2;19/03/2020;1;0;1;0;0;;0;0;0;0;0;;;;;
49;0;19/03/2020;16;3;13;28;0;;4;2;2;0;0;;;;;
49;1;19/03/2020;7;2;5;17;0;;1;1;0;0;0;;;;;
49;2;19/03/2020;9;1;8;11;0;;3;1;2;0;0;;;;;
50;0;19/03/2020;6;0;6;2;0;;-1;0;1;0;0;;;;;
50;1;19/03/2020;3;0;3;1;0;;-1;0;1;0;0;;;;;
50;2;19/03/2020;3;0;3;1;0;;0;0;0;0;0;;;;;
51;0;19/03/2020;39;7;32;14;2;;4;0;8;1;0;;;;;
51;1;19/03/2020;21;4;17;6;1;;2;0;4;0;0;;;;;
51;2;19/03/2020;18;3;15;8;1;;2;0;4;1;0;;;;;
52;0;19/03/2020;4;0;4;0;1;;0;0;0;0;0;;;;;
52;1;19/03/2020;2;0;2;0;0;;0;0;0;0;0;;;;;
52;2;19/03/2020;2;0;2;0;1;;0;0;0;0;0;;;;;
53;0;19/03/2020;5;1;4;3;0;;1;1;1;0;0;;;;;
53;1;19/03/2020;4;1;3;1;0;;1;1;0;0;0;;;;;
53;2;19/03/2020;1;0;1;2;0;;0;0;1;0;0;;;;;
54;0;19/03/2020;54;23;31;1;6;;12;4;0;1;0;;;;;
54;1;19/03/2020;31;16;15;0;2;;8;3;0;0;0;;;;;
54;2;19/03/2020;20;6;14;1;4;;3;1;0;1;0;;;;;
55;0;19/03/2020;35;3;32;4;0;;24;0;4;0;0;;;;;
55;1;19/03/2020;17;0;17;1;0;;11;-1;1;0;0;;;;;
55;2;19/03/2020;18;3;15;3;0;;13;1;3;0;0;;;;;
56;0;19/03/2020;42;12;30;53;9;;3;-2;-10;2;0;;;;;
56;1;19/03/2020;26;9;17;22;5;;4;-1;-6;0;0;;;;;
56;2;19/03/2020;16;3;13;31;4;;-1;-1;-4;2;0;;;;;
57;0;19/03/2020;194;46;148;15;19;;25;12;4;3;0;;;;;
57;1;19/03/2020;109;36;73;8;8;;13;10;2;1;0;;;;;
57;2;19/03/2020;84;10;74;7;11;;11;2;2;2;0;;;;;
58;0;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
58;1;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
58;2;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
59;0;19/03/2020;138;35;103;36;5;;32;9;20;2;0;;;;;
59;1;19/03/2020;83;27;56;23;3;;22;8;13;1;0;;;;;
59;2;19/03/2020;55;8;47;13;2;;11;1;7;1;0;;;;;
60;0;19/03/2020;109;21;88;23;14;;15;-1;5;8;0;;;;;
60;1;19/03/2020;59;15;44;15;9;;5;-1;4;6;0;;;;;
60;2;19/03/2020;50;6;44;8;5;;10;0;1;2;0;;;;;
61;0;19/03/2020;2;0;2;3;0;;-2;0;1;0;0;;;;;
61;1;19/03/2020;1;0;1;1;0;;0;0;0;0;0;;;;;
61;2;19/03/2020;1;0;1;2;0;;-2;0;1;0;0;;;;;
62;0;19/03/2020;30;11;19;25;0;;8;2;9;0;0;;;;;
62;1;19/03/2020;18;8;10;15;0;;8;2;3;0;0;;;;;
62;2;19/03/2020;12;3;9;10;0;;0;0;6;0;0;;;;;
63;0;19/03/2020;9;1;8;4;0;;-1;-1;1;0;0;;;;;
63;1;19/03/2020;7;1;6;2;0;;0;-1;0;0;0;;;;;
63;2;19/03/2020;2;0;2;2;0;;-1;0;1;0;0;;;;;
64;0;19/03/2020;9;0;9;1;0;;4;0;1;0;0;;;;;
64;1;19/03/2020;5;0;5;0;0;;3;0;0;0;0;;;;;
64;2;19/03/2020;4;0;4;1;0;;1;0;1;0;0;;;;;
65;0;19/03/2020;2;1;1;0;0;;2;1;0;0;0;;;;;
65;1;19/03/2020;2;1;1;0;0;;2;1;0;0;0;;;;;
65;2;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
66;0;19/03/2020;19;11;8;3;3;;10;6;2;3;0;;;;;
66;1;19/03/2020;9;7;2;2;1;;2;3;2;1;0;;;;;
66;2;19/03/2020;10;4;6;1;2;;8;3;0;2;0;;;;;
67;0;19/03/2020;302;82;220;13;18;;92;24;9;3;0;;;;;
67;1;19/03/2020;159;59;100;8;9;;51;22;5;2;0;;;;;
67;2;19/03/2020;137;23;114;5;9;;38;2;4;1;0;;;;;
68;0;19/03/2020;437;73;364;131;91;;66;-4;15;17;0;;;;;
68;1;19/03/2020;241;49;192;75;47;;38;-1;8;9;0;;;;;
68;2;19/03/2020;192;24;168;54;43;;28;-3;7;8;0;;;;;
69;0;19/03/2020;210;33;177;48;12;;174;25;38;12;0;;;;;
69;1;19/03/2020;35;6;29;6;0;;21;5;2;0;0;;;;;
69;2;19/03/2020;24;5;19;11;1;;12;0;5;1;0;;;;;
70;0;19/03/2020;14;3;11;3;0;;0;-1;1;0;0;;;;;
70;1;19/03/2020;7;1;6;0;0;;0;-1;0;0;0;;;;;
70;2;19/03/2020;7;2;5;3;0;;0;0;1;0;0;;;;;
71;0;19/03/2020;48;3;45;7;5;;13;3;3;0;0;;;;;
71;1;19/03/2020;19;3;16;2;3;;6;3;0;0;0;;;;;
71;2;19/03/2020;29;0;29;5;2;;7;0;3;0;0;;;;;
72;0;19/03/2020;8;0;8;5;0;;-1;0;4;0;0;;;;;
72;1;19/03/2020;2;0;2;2;0;;-1;0;2;0;0;;;;;
72;2;19/03/2020;6;0;6;3;0;;0;0;2;0;0;;;;;
73;0;19/03/2020;10;2;8;5;0;;2;2;2;0;0;;;;;
73;1;19/03/2020;4;2;2;2;0;;2;2;0;0;0;;;;;
73;2;19/03/2020;6;0;6;3;0;;0;0;2;0;0;;;;;
74;0;19/03/2020;37;11;26;49;6;;6;3;6;1;0;;;;;
74;1;19/03/2020;21;8;13;27;2;;6;3;3;0;0;;;;;
74;2;19/03/2020;10;0;10;20;4;;1;0;2;1;0;;;;;
75;0;19/03/2020;453;122;331;62;22;;94;17;22;8;0;;;;;
75;1;19/03/2020;279;85;194;31;16;;62;15;9;6;0;;;;;
75;2;19/03/2020;170;37;133;30;6;;31;2;12;2;0;;;;;
76;0;19/03/2020;33;4;29;3;4;;3;1;0;1;0;;;;;
76;1;19/03/2020;20;3;17;1;4;;3;1;0;1;0;;;;;
76;2;19/03/2020;13;1;12;2;0;;0;0;0;0;0;;;;;
77;0;19/03/2020;48;13;35;15;0;;23;0;5;0;0;;;;;
77;1;19/03/2020;31;10;21;7;0;;16;-2;1;0;0;;;;;
77;2;19/03/2020;17;3;14;8;0;;7;2;4;0;0;;;;;
78;0;19/03/2020;92;20;72;7;6;;23;2;2;1;0;;;;;
78;1;19/03/2020;50;13;37;2;5;;16;2;0;1;0;;;;;
78;2;19/03/2020;42;7;35;5;1;;7;0;2;0;0;;;;;
79;0;19/03/2020;3;1;2;3;0;;1;0;1;0;0;;;;;
79;1;19/03/2020;1;1;0;1;0;;0;0;0;0;0;;;;;
79;2;19/03/2020;2;0;2;2;0;;1;0;1;0;0;;;;;
80;0;19/03/2020;74;23;51;12;2;;24;3;3;1;0;;;;;
80;1;19/03/2020;38;15;23;7;1;;11;3;2;1;0;;;;;
80;2;19/03/2020;35;8;27;5;1;;13;0;1;0;0;;;;;
81;0;19/03/2020;5;1;4;2;0;;3;1;0;0;0;;;;;
81;1;19/03/2020;2;0;2;2;0;;1;0;0;0;0;;;;;
81;2;19/03/2020;3;1;2;0;0;;2;1;0;0;0;;;;;
82;0;19/03/2020;1;0;1;0;1;;0;0;0;0;0;;;;;
82;1;19/03/2020;0;0;0;0;1;;0;0;0;0;0;;;;;
82;2;19/03/2020;1;0;1;0;0;;0;0;0;0;0;;;;;
83;0;19/03/2020;27;13;14;86;2;;4;6;8;2;0;;;;;
83;1;19/03/2020;20;10;10;41;1;;8;4;2;1;0;;;;;
83;2;19/03/2020;7;3;4;45;1;;-4;2;6;1;0;;;;;
84;0;19/03/2020;12;4;8;9;1;;3;1;2;0;0;;;;;
84;1;19/03/2020;6;2;4;6;0;;2;0;0;0;0;;;;;
84;2;19/03/2020;6;2;4;3;1;;1;1;2;0;0;;;;;
85;0;19/03/2020;5;1;4;5;0;;4;1;5;0;0;;;;;
85;1;19/03/2020;2;0;2;2;0;;2;0;2;0;0;;;;;
85;2;19/03/2020;3;1;2;3;0;;2;1;3;0;0;;;;;
86;0;19/03/2020;7;0;7;0;1;;0;0;0;0;0;;;;;
86;1;19/03/2020;1;0;1;0;0;;0;0;0;0;0;;;;;
86;2;19/03/2020;6;0;6;0;1;;0;0;0;0;0;;;;;
87;0;19/03/2020;6;1;5;2;0;;4;1;0;0;0;;;;;
87;1;19/03/2020;3;1;2;0;0;;2;1;0;0;0;;;;;
87;2;19/03/2020;3;0;3;2;0;;2;0;0;0;0;;;;;
88;0;19/03/2020;38;6;32;8;11;;6;0;1;3;0;;;;;
88;1;19/03/2020;21;4;17;3;7;;2;-1;1;3;0;;;;;
88;2;19/03/2020;17;2;15;5;4;;4;1;0;0;0;;;;;
89;0;19/03/2020;5;1;4;1;2;;-1;1;0;2;0;;;;;
89;1;19/03/2020;4;1;3;1;1;;-1;1;0;1;0;;;;;
89;2;19/03/2020;1;0;1;0;1;;0;0;0;1;0;;;;;
90;0;19/03/2020;39;9;30;0;3;;14;0;0;3;0;;;;;
90;1;19/03/2020;24;8;16;0;1;;11;2;0;1;0;;;;;
90;2;19/03/2020;15;1;14;0;2;;3;-2;0;2;0;;;;;
91;0;19/03/2020;82;22;60;4;1;;31;6;4;0;0;;;;;
91;1;19/03/2020;53;15;38;2;0;;18;4;2;0;0;;;;;
91;2;19/03/2020;29;7;22;2;1;;13;2;2;0;0;;;;;
92;0;19/03/2020;206;54;152;31;7;;57;6;9;3;0;;;;;
92;1;19/03/2020;116;42;74;16;6;;24;7;4;2;0;;;;;
92;2;19/03/2020;89;12;77;15;1;;34;-1;5;1;0;;;;;
93;0;19/03/2020;143;45;98;21;5;;51;12;6;0;0;;;;;
93;1;19/03/2020;82;24;58;12;3;;23;3;3;0;0;;;;;
93;2;19/03/2020;59;20;39;9;2;;26;8;3;0;0;;;;;
94;0;19/03/2020;182;47;135;41;10;;60;15;25;5;0;;;;;
94;1;19/03/2020;108;35;73;22;8;;32;11;7;3;0;;;;;
94;2;19/03/2020;72;12;60;19;2;;28;4;18;2;0;;;;;
95;0;19/03/2020;150;37;113;32;5;;60;8;11;3;0;;;;;
95;1;19/03/2020;98;30;68;18;5;;34;7;10;3;0;;;;;
95;2;19/03/2020;51;7;44;14;0;;26;1;2;0;0;;;;;
971;0;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
971;1;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
971;2;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
972;0;19/03/2020;17;5;12;0;1;;1;0;0;0;0;;;;;
972;1;19/03/2020;9;3;6;0;0;;0;0;0;0;0;;;;;
972;2;19/03/2020;8;2;6;0;1;;1;0;0;0;0;;;;;
973;0;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
973;1;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
973;2;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
974;0;19/03/2020;2;2;0;0;0;;0;0;0;0;0;;;;;
974;1;19/03/2020;2;2;0;0;0;;0;0;0;0;0;;;;;
974;2;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
976;0;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
976;1;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
976;2;19/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
1;0;20/03/2020;2;0;2;1;0;;0;0;0;0;0;5000;5226;1297;1587;450
1;1;20/03/2020;1;0;1;1;0;;0;0;0;0;0;;;;;
1;2;20/03/2020;1;0;1;0;0;;0;0;0;0;0;;;;;
2;0;20/03/2020;52;19;33;40;24;;9;4;7;5;0;;;;;
2;1;20/03/2020;30;10;20;18;16;;7;3;2;3;0;;;;;
2;2;20/03/2020;22;9;13;22;8;;2;1;5;2;0;;;;;
3;0;20/03/2020;1;0;1;10;0;;1;0;3;0;0;;;;;
3;1;20/03/2020;1;0;1;4;0;;1;0;2;0;0;;;;;
3;2;20/03/2020;0;0;0;6;0;;0;0;1;0;0;;;;;
4;0;20/03/2020;3;1;2;3;0;;0;0;0;0;0;;;;;
4;1;20/03/2020;3;1;2;1;0;;0;0;0;0;0;;;;;
4;2;20/03/2020;0;0;0;2;0;;0;0;0;0;0;;;;;
5;0;20/03/2020;13;1;12;10;0;;3;0;0;0;0;;;;;
5;1;20/03/2020;5;0;5;8;0;;2;0;0;0;0;;;;;
5;2;20/03/2020;8;1;7;2;0;;1;0;0;0;0;;;;;
6;0;20/03/2020;43;7;36;61;4;;10;2;13;2;0;;;;;
6;1;20/03/2020;25;6;19;26;1;;4;2;7;1;0;;;;;
6;2;20/03/2020;16;0;16;34;3;;5;0;5;1;0;;;;;
7;0;20/03/2020;15;3;12;3;1;;4;1;3;1;0;;;;;
7;1;20/03/2020;8;2;6;0;1;;2;1;0;1;0;;;;;
7;2;20/03/2020;5;0;5;3;0;;2;0;3;0;0;;;;;
8;0;20/03/2020;1;1;0;1;0;;1;1;0;0;0;;;;;
8;1;20/03/2020;0;0;0;1;0;;0;0;0;0;0;;;;;
8;2;20/03/2020;1;1;0;0;0;;1;1;0;0;0;;;;;
9;0;20/03/2020;2;1;1;2;0;;1;0;0;0;0;;;;;
9;1;20/03/2020;1;0;1;1;0;;1;0;0;0;0;;;;;
9;2;20/03/2020;1;1;0;1;0;;0;0;0;0;0;;;;;
10;0;20/03/2020;12;2;10;0;0;;6;1;0;0;0;;;;;
10;1;20/03/2020;9;1;8;0;0;;4;1;0;0;0;;;;;
10;2;20/03/2020;3;1;2;0;0;;2;0;0;0;0;;;;;
11;0;20/03/2020;26;11;15;13;8;;8;0;5;2;0;;;;;
11;1;20/03/2020;20;8;12;3;5;;8;1;1;2;0;;;;;
11;2;20/03/2020;6;3;3;10;3;;0;-1;4;0;0;;;;;
12;0;20/03/2020;12;2;10;3;1;;3;0;1;0;0;;;;;
12;1;20/03/2020;3;1;2;1;1;;0;0;1;0;0;;;;;
12;2;20/03/2020;9;1;8;2;0;;3;0;0;0;0;;;;;
13;0;20/03/2020;174;26;148;108;4;;46;6;11;0;0;;;;;
13;1;20/03/2020;83;16;67;58;2;;20;5;4;0;0;;;;;
13;2;20/03/2020;90;10;80;49;2;;25;1;7;0;0;;;;;
14;0;20/03/2020;4;1;3;3;1;;0;0;2;1;0;;;;;
14;1;20/03/2020;2;0;2;2;1;;-1;0;2;1;0;;;;;
14;2;20/03/2020;2;1;1;1;0;;1;0;0;0;0;;;;;
15;0;20/03/2020;4;1;3;0;0;;1;0;0;0;0;;;;;
15;1;20/03/2020;3;1;2;0;0;;0;0;0;0;0;;;;;
15;2;20/03/2020;1;0;1;0;0;;1;0;0;0;0;;;;;
16;0;20/03/2020;1;0;1;2;0;;1;0;0;0;0;;;;;
16;1;20/03/2020;1;0;1;1;0;;1;0;0;0;0;;;;;
16;2;20/03/2020;0;0;0;1;0;;0;0;0;0;0;;;;;
17;0;20/03/2020;9;3;6;2;0;;2;1;0;0;0;;;;;
17;1;20/03/2020;8;3;5;2;0;;1;1;0;0;0;;;;;
17;2;20/03/2020;1;0;1;0;0;;1;0;0;0;0;;;;;
18;0;20/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
18;1;20/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
18;2;20/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
19;0;20/03/2020;1;0;1;0;0;;0;0;0;0;0;;;;;
19;1;20/03/2020;1;0;1;0;0;;0;0;0;0;0;;;;;
19;2;20/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
21;0;20/03/2020;82;31;51;37;3;;29;12;9;1;0;;;;;
21;1;20/03/2020;41;20;21;14;1;;11;7;5;1;0;;;;;
21;2;20/03/2020;41;11;30;22;2;;18;5;4;0;0;;;;;
22;0;20/03/2020;5;0;5;3;1;;3;-1;0;1;0;;;;;
22;1;20/03/2020;2;0;2;1;1;;0;-1;0;1;0;;;;;
22;2;20/03/2020;3;0;3;2;0;;3;0;0;0;0;;;;;
23;0;20/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
23;1;20/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
23;2;20/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
24;0;20/03/2020;3;3;0;2;0;;1;2;1;0;0;;;;;
24;1;20/03/2020;3;3;0;1;0;;2;2;0;0;0;;;;;
24;2;20/03/2020;0;0;0;1;0;;-1;0;1;0;0;;;;;
25;0;20/03/2020;43;15;28;13;4;;10;4;3;2;0;;;;;
25;1;20/03/2020;29;14;15;4;3;;7;4;2;2;0;;;;;
25;2;20/03/2020;14;1;13;9;1;;3;0;1;0;0;;;;;
26;0;20/03/2020;38;9;29;2;2;;6;1;0;2;0;;;;;
26;1;20/03/2020;22;6;16;1;1;;4;1;0;1;0;;;;;
26;2;20/03/2020;16;3;13;1;1;;2;0;0;1;0;;;;;
27;0;20/03/2020;4;1;3;0;1;;3;0;0;0;0;;;;;
27;1;20/03/2020;4;1;3;0;1;;3;0;0;0;0;;;;;
27;2;20/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
28;0;20/03/2020;12;2;10;0;1;;1;-2;0;0;0;;;;;
28;1;20/03/2020;5;1;4;0;1;;0;-1;0;0;0;;;;;
28;2;20/03/2020;7;1;6;0;0;;1;-1;0;0;0;;;;;
29;0;20/03/2020;20;4;16;6;1;;3;-1;0;1;0;;;;;
29;1;20/03/2020;9;3;6;3;1;;0;-1;0;1;0;;;;;
29;2;20/03/2020;11;1;10;3;0;;3;0;0;0;0;;;;;
2A;0;20/03/2020;60;14;46;10;3;;59;14;9;2;0;;;;;
2A;1;20/03/2020;35;9;26;7;1;;34;9;6;1;0;;;;;
2A;2;20/03/2020;25;5;20;3;2;;25;5;3;1;0;;;;;
2B;0;20/03/2020;6;0;6;23;0;;6;0;23;0;0;;;;;
2B;1;20/03/2020;3;0;3;11;0;;3;0;11;0;0;;;;;
2B;2;20/03/2020;3;0;3;12;0;;3;0;12;0;0;;;;;
30;0;20/03/2020;8;1;7;7;1;;4;0;0;0;0;;;;;
30;1;20/03/2020;7;1;6;2;1;;3;0;0;0;0;;;;;
30;2;20/03/2020;1;0;1;5;0;;1;0;0;0;0;;;;;
31;0;20/03/2020;35;10;25;16;2;;9;4;3;1;0;;;;;
31;1;20/03/2020;26;9;17;6;1;;8;4;1;1;0;;;;;
31;2;20/03/2020;9;1;8;10;1;;1;0;2;0;0;;;;;
32;0;20/03/2020;3;3;0;0;0;;0;0;0;0;0;;;;;
32;1;20/03/2020;3;3;0;0;0;;0;0;0;0;0;;;;;
32;2;20/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
33;0;20/03/2020;10;5;5;12;2;;3;0;5;0;0;;;;;
33;1;20/03/2020;5;4;1;7;1;;0;0;4;0;0;;;;;
33;2;20/03/2020;5;1;4;5;1;;3;0;1;0;0;;;;;
34;0;20/03/2020;61;21;40;24;4;;12;3;3;0;0;;;;;
34;1;20/03/2020;30;12;18;11;1;;4;1;0;-1;0;;;;;
34;2;20/03/2020;30;9;21;13;3;;7;2;3;1;0;;;;;
35;0;20/03/2020;20;9;11;17;1;;4;1;2;1;0;;;;;
35;1;20/03/2020;16;7;9;7;1;;4;1;1;1;0;;;;;
35;2;20/03/2020;4;2;2;10;0;;0;0;1;0;0;;;;;
36;0;20/03/2020;4;1;3;0;0;;1;1;0;0;0;;;;;
36;1;20/03/2020;3;1;2;0;0;;1;1;0;0;0;;;;;
36;2;20/03/2020;1;0;1;0;0;;0;0;0;0;0;;;;;
37;0;20/03/2020;12;5;7;0;1;;6;2;0;1;0;;;;;
37;1;20/03/2020;8;4;4;0;1;;4;2;0;1;0;;;;;
37;2;20/03/2020;4;1;3;0;0;;2;0;0;0;0;;;;;
38;0;20/03/2020;27;2;25;10;1;;5;0;7;0;0;;;;;
38;1;20/03/2020;13;1;12;5;1;;1;0;4;0;0;;;;;
38;2;20/03/2020;14;1;13;5;0;;4;0;3;0;0;;;;;
39;0;20/03/2020;6;1;5;2;0;;4;0;1;0;0;;;;;
39;1;20/03/2020;4;0;4;2;0;;3;0;1;0;0;;;;;
39;2;20/03/2020;2;1;1;0;0;;1;0;0;0;0;;;;;
